School District,Category,Pre-K Applicants,Pre-K Offers,Kindergarten Applicants,Kindergarten Offers,Grade 6 Applicants,Grade 6 Offers,Grade 9 Applicants,Grade 9 Offers
9,Home Language is JAMAICAN-CREOLE,N/A,N/A,N/A,N/A,s,s,s,s
9,Home Language is KOREAN,N/A,N/A,N/A,N/A,s,s,s,s
9,Home Language is KRIO,N/A,N/A,N/A,N/A,s,s,s,s
9,Home Language is MACEDONIAN,N/A,N/A,N/A,N/A,s,s,s,s
9,Home Language is MALINKE,N/A,N/A,N/A,N/A,s,s,s,s
9,Home Language is MANDARIN,N/A,N/A,N/A,N/A,s,s,8,s
9,Home Language is MANDINGO,N/A,N/A,N/A,N/A,14,8,35,12
9,Home Language is MARATHI,N/A,N/A,N/A,N/A,s,s,s,s
9,Home Language is NEPALI,N/A,N/A,N/A,N/A,s,s,s,s
9,Home Language is NIGER-CONGO,N/A,N/A,N/A,N/A,s,s,s,s
9,Home Language is PASHTO,N/A,N/A,N/A,N/A,s,s,s,s
9,Home Language is PILIPINO,N/A,N/A,N/A,N/A,s,s,s,s
9,Home Language is POLISH,N/A,N/A,N/A,N/A,s,s,s,s
9,Home Language is PUNJABI,N/A,N/A,N/A,N/A,s,s,s,s
9,Home Language is ROMANIAN,N/A,N/A,N/A,N/A,s,s,s,s
9,Home Language is RUSSIAN,N/A,N/A,N/A,N/A,s,s,s,s
9,Home Language is SENECA,N/A,N/A,N/A,N/A,s,s,s,s
9,Home Language is SLOVAK,N/A,N/A,N/A,N/A,s,s,s,s
9,Home Language is SONINKE,N/A,N/A,N/A,N/A,27,21,54,22
9,Home Language is SPANISH,N/A,N/A,N/A,N/A,"1,265",976,"3,936",968
9,Home Language is TONGA,N/A,N/A,N/A,N/A,s,s,s,s
9,Home Language is TWI,N/A,N/A,N/A,N/A,15,8,52,21
9,Home Language is UKRAINIAN,N/A,N/A,N/A,N/A,s,s,s,s
9,Home Language is URDU,N/A,N/A,N/A,N/A,s,s,16,s
9,Home Language is UZBEK,N/A,N/A,N/A,N/A,s,s,s,s
9,Home Language is VIETNAMESE,N/A,N/A,N/A,N/A,s,s,6,s
9,Home Language is VIETNAMESE-FRENCH,N/A,N/A,N/A,N/A,s,s,s,s
9,Home Language is WOLOF,N/A,N/A,N/A,N/A,s,s,15,s
9,Home Language is YORUBA,N/A,N/A,N/A,N/A,s,s,s,s
9,Residential District 01,s,s,s,s,s,s,17,s
9,Residential District 02,s,s,s,s,7,s,21,s
9,Residential District 03,6,s,s,s,s,s,27,s
9,Residential District 04,s,s,7,s,s,s,56,s
9,Residential District 05,12,s^,s,s,12,s^,126,12
9,Residential District 06,15,s,20,s,s,s,168,9
9,Residential District 07,99,73,79,s,164,40,807,135
9,Residential District 08,64,28,49,s,190,48,"1,204",187
9,Residential District 09,"1,586","1,461","1,886","1,900","2,145","1,940","2,557","1,023"
9,Residential District 10,186,75,153,12,357,102,"2,480",510
9,Residential District 11,35,12,31,s,154,42,"1,553",211
9,Residential District 12,98,39,93,11,264,65,"1,165",217
9,Residential District 13,s,s,s,s,s,s,6,s
9,Residential District 14,s,s,s,s,s,s,6,s
9,Residential District 15,s,s,s,s,s,s,s,s
9,Residential District 16,s,s,s,s,s,s,s,s
9,Residential District 17,s,s,s,s,s,s,15,s
9,Residential District 18,s,s,s,s,s,s,10,s
9,Residential District 19,s,s,s,s,s,s,34,s
9,Residential District 20,s,s,s,s,s,s,s,s
9,Residential District 21,s,s,s,s,s,s,s,s
9,Residential District 22,s,s,s,s,s,s,9,s
9,Residential District 23,s,s,s,s,s,s,9,s
9,Residential District 24,s,s,s,s,s,s,34,s
9,Residential District 25,s,s,s,s,s,s,18,s
9,Residential District 26,s,s,s,s,s,s,8,s
9,Residential District 27,s,s,s,s,s,s,21,s
9,Residential District 28,s,s,s,s,s,s,10,s
9,Residential District 29,s,s,s,s,s,s,21,s
9,Residential District 30,s,s,s,s,s,s,26,s
9,Residential District 31,s,s,s,s,s,s,15,s
9,Residential District 32,s,s,s,s,s,s,7,s
9,Residential District Unknown,s,s,s,s,s,s,20,s
9,Zip Code 10001,s,s,s,s,s,s,s,s
9,Zip Code 10002,s,s,s,s,s,s,10,s
9,Zip Code 10003,s,s,s,s,s,s,s,s
9,Zip Code 10004,s,s,s,s,s,s,s,s
9,Zip Code 10009,s,s,s,s,s,s,s,s
9,Zip Code 10016,s,s,s,s,s,s,s,s
9,Zip Code 10018,s,s,s,s,s,s,s,s
9,Zip Code 10019,s,s,s,s,s,s,s,s
9,Zip Code 10021,s,s,s,s,s,s,s,s
9,Zip Code 10023,s,s,s,s,s,s,s,s
9,Zip Code 10024,s,s,s,s,s,s,s,s
9,Zip Code 10025,s,s,s,s,s,s,7,s
9,Zip Code 10026,s,s,s,s,s,s,13,s
9,Zip Code 10027,s,s,s,s,8,s^,33,s
9,Zip Code 10029,s,s,7,s,s,s,40,s
9,Zip Code 10030,s,s,s,s,s,s,25,s
9,Zip Code 10031,s,s,s,s,s,s,39,s
9,Zip Code 10032,s,s,6,s,s,s,36,s
9,Zip Code 10033,6,s,s,s,s,s,49,s
9,Zip Code 10034,s,s,s,s,s,s,16,s
9,Zip Code 10035,s,s,s,s,s,s,31,s
9,Zip Code 10036,s,s,s,s,s,s,s,s
9,Zip Code 10037,s,s,s,s,s,s,17,s
9,Zip Code 10038,s,s,s,s,s,s,s,s
9,Zip Code 10039,s,s,s,s,s,s,40,s
9,Zip Code 10040,s,s,s,s,s,s,33,s
9,Zip Code 10044,s,s,s,s,s,s,s,s
9,Zip Code 10069,s,s,s,s,s,s,s,s
9,Zip Code 10075,s,s,s,s,s,s,s,s
9,Zip Code 10128,s,s,s,s,s,s,s,s
9,Zip Code 10280,s,s,s,s,s,s,s,s
9,Zip Code 10301,s,s,s,s,s,s,s,s
9,Zip Code 10302,s,s,s,s,s,s,s,s
9,Zip Code 10303,s,s,s,s,s,s,s,s
9,Zip Code 10304,s,s,s,s,s,s,s,s
9,Zip Code 10305,s,s,s,s,s,s,s,s
9,Zip Code 10306,s,s,s,s,s,s,s,s
9,Zip Code 10309,s,s,s,s,s,s,s,s
9,Zip Code 10310,s,s,s,s,s,s,s,s
9,Zip Code 10314,s,s,s,s,s,s,s,s
9,Zip Code 10451,135,110,133,58,121,70,376,83
9,Zip Code 10452,500,484,599,607,747,701,811,317
9,Zip Code 10453,331,257,403,343,449,321,867,286
9,Zip Code 10454,s,s,s,s,57,13,272,49
9,Zip Code 10455,14,s^,7,s,50,9,339,47
9,Zip Code 10456,542,500,617,590,694,614,956,364
9,Zip Code 10457,341,248,347,305,423,327,821,291
9,Zip Code 10458,23,10,23,s,105,34,677,143
9,Zip Code 10459,35,11,28,s,95,28,359,55
9,Zip Code 10460,34,9,28,s,116,26,515,112
9,Zip Code 10461,6,s,s,s,15,s,156,24
9,Zip Code 10462,6,s,8,s,32,s,346,50
9,Zip Code 10463,6,s,6,s,19,7,140,19
9,Zip Code 10464,s,s,s,s,s,s,9,s
9,Zip Code 10465,s,s,7,s,9,s,139,16
9,Zip Code 10466,10,s,s,s,40,14,355,56
9,Zip Code 10467,13,s,18,s,65,14,636,80
9,Zip Code 10468,19,11,22,s,51,13,569,99
9,Zip Code 10469,8,s,8,s,27,s,314,37
9,Zip Code 10470,s,s,s,s,12,s,56,9
9,Zip Code 10471,s,s,s,s,6,s,8,s
9,Zip Code 10472,15,9,7,s,69,10,467,57
9,Zip Code 10473,12,s,13,s,43,10,336,46
9,Zip Code 10474,s,s,s,s,13,s,103,20
9,Zip Code 10475,s,s,s,s,18,8,148,22
9,Zip Code 10550,s,s,s,s,s,s,s,s
9,Zip Code 10704,s,s,s,s,s,s,s,s
9,Zip Code 11040,s,s,s,s,s,s,s,s
9,Zip Code 11101,s,s,s,s,s,s,s,s
9,Zip Code 11102,s,s,s,s,s,s,s,s
9,Zip Code 11103,s,s,s,s,s,s,s,s
9,Zip Code 11104,s,s,s,s,s,s,s,s
9,Zip Code 11105,s,s,s,s,s,s,s,s
9,Zip Code 11106,s,s,s,s,s,s,s,s
9,Zip Code 11201,s,s,s,s,s,s,s,s
9,Zip Code 11203,s,s,s,s,s,s,s,s
9,Zip Code 11206,s,s,s,s,s,s,s,s
9,Zip Code 11207,s,s,s,s,s,s,13,s
9,Zip Code 11208,s,s,s,s,s,s,17,s
9,Zip Code 11209,s,s,s,s,s,s,s,s
9,Zip Code 11210,s,s,s,s,s,s,s,s
9,Zip Code 11211,s,s,s,s,s,s,s,s
9,Zip Code 11212,s,s,s,s,s,s,16,s
9,Zip Code 11213,s,s,s,s,s,s,s,s
9,Zip Code 11214,s,s,s,s,s,s,s,s
9,Zip Code 11215,s,s,s,s,s,s,s,s
9,Zip Code 11216,s,s,s,s,s,s,s,s
9,Zip Code 11218,s,s,s,s,s,s,s,s
9,Zip Code 11219,s,s,s,s,s,s,s,s
9,Zip Code 11220,s,s,s,s,s,s,s,s
9,Zip Code 11221,s,s,s,s,s,s,s,s
9,Zip Code 11222,s,s,s,s,s,s,s,s
9,Zip Code 11225,s,s,s,s,s,s,s,s
9,Zip Code 11226,s,s,s,s,s,s,s,s
9,Zip Code 11228,s,s,s,s,s,s,s,s
9,Zip Code 11230,s,s,s,s,s,s,s,s
9,Zip Code 11231,s,s,s,s,s,s,s,s
9,Zip Code 11232,s,s,s,s,s,s,s,s
9,Zip Code 11233,s,s,s,s,s,s,6,s
9,Zip Code 11234,s,s,s,s,s,s,s,s
9,Zip Code 11235,s,s,s,s,s,s,s,s
9,Zip Code 11236,s,s,s,s,s,s,6,s
9,Zip Code 11237,s,s,s,s,s,s,s,s
9,Zip Code 11238,s,s,s,s,s,s,s,s
9,Zip Code 11239,s,s,s,s,s,s,s,s
9,Zip Code 11249,s,s,s,s,s,s,s,s
9,Zip Code 11354,s,s,s,s,s,s,s,s
9,Zip Code 11355,s,s,s,s,s,s,s,s
9,Zip Code 11356,s,s,s,s,s,s,7,s
9,Zip Code 11357,s,s,s,s,s,s,s,s
9,Zip Code 11358,s,s,s,s,s,s,s,s
9,Zip Code 11361,s,s,s,s,s,s,s,s
9,Zip Code 11362,s,s,s,s,s,s,s,s
9,Zip Code 11364,s,s,s,s,s,s,s,s
9,Zip Code 11365,s,s,s,s,s,s,s,s
9,Zip Code 11366,s,s,s,s,s,s,s,s
9,Zip Code 11368,s,s,s,s,s,s,11,s
9,Zip Code 11369,s,s,s,s,s,s,s,s
9,Zip Code 11370,s,s,s,s,s,s,s,s
9,Zip Code 11372,s,s,s,s,s,s,6,s
9,Zip Code 11373,s,s,s,s,s,s,8,s
9,Zip Code 11374,s,s,s,s,s,s,s,s
9,Zip Code 11377,s,s,s,s,s,s,8,s
9,Zip Code 11378,s,s,s,s,s,s,s,s
9,Zip Code 11379,s,s,s,s,s,s,s,s
9,Zip Code 11385,s,s,s,s,s,s,s,s
9,Zip Code 11411,s,s,s,s,s,s,s,s
9,Zip Code 11412,s,s,s,s,s,s,s,s
9,Zip Code 11413,s,s,s,s,s,s,s,s
9,Zip Code 11415,s,s,s,s,s,s,s,s
9,Zip Code 11416,s,s,s,s,s,s,s,s
9,Zip Code 11417,s,s,s,s,s,s,s,s
9,Zip Code 11418,s,s,s,s,s,s,s,s
9,Zip Code 11419,s,s,s,s,s,s,s,s
9,Zip Code 11420,s,s,s,s,s,s,s,s
9,Zip Code 11421,s,s,s,s,s,s,s,s
9,Zip Code 11422,s,s,s,s,s,s,s,s
9,Zip Code 11423,s,s,s,s,s,s,s,s
9,Zip Code 11428,s,s,s,s,s,s,s,s
9,Zip Code 11429,s,s,s,s,s,s,s,s
9,Zip Code 11432,s,s,s,s,s,s,s,s
9,Zip Code 11433,s,s,s,s,s,s,s,s
9,Zip Code 11434,s,s,s,s,s,s,s,s
9,Zip Code 11435,s,s,s,s,s,s,s,s
9,Zip Code 11436,s,s,s,s,s,s,s,s
9,Zip Code 11453,s,s,s,s,s,s,s,s
9,Zip Code 11691,s,s,s,s,s,s,s,s
9,Zip Code 11692,s,s,s,s,s,s,s,s
9,Zip Code 11693,s,s,s,s,s,s,s,s
9,Zip Code 11697,s,s,s,s,s,s,s,s
9,Zip Code 77357,s,s,s,s,s,s,s,s
9,Zip Code Unknown,s,s,s,s,s,s,s,s
10,All Students,"3,106","2,643","3,698","3,211","4,528","3,429","28,883","4,535"
10,Home Language is (AMERICAN) SIGN LANGUAGE,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is ADANGME,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is AFRIKAANS,N/A,N/A,N/A,N/A,s,s,19,6
10,Home Language is AKAN,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is ALBANIAN,N/A,N/A,N/A,N/A,12,s^,89,15
10,Home Language is AMHARIC,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is AMOY,N/A,N/A,N/A,N/A,s,s,6,s
10,Home Language is ARABIC,N/A,N/A,N/A,N/A,36,29,301,42
10,Home Language is ARMENIAN,N/A,N/A,N/A,N/A,s,s,6,s
10,Home Language is AZERBAIJANI,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is BALANTE,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is BAMBARA,N/A,N/A,N/A,N/A,s,s,18,s
10,Home Language is BELORUSSIAN,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is BENGALI,N/A,N/A,N/A,N/A,68,54,"1,239",126
10,Home Language is BIHARI,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is BOSNIAN,N/A,N/A,N/A,N/A,s,s,8,s
10,Home Language is BULGARIAN,N/A,N/A,N/A,N/A,s,s,8,s
10,Home Language is BURMESE,N/A,N/A,N/A,N/A,s,s,15,s
10,Home Language is CANTONESE,N/A,N/A,N/A,N/A,s,s,305,16
10,Home Language is CATALAN,N/A,N/A,N/A,N/A,s,s,s,s
10,"Home Language is CHINESE,ANY",N/A,N/A,N/A,N/A,6,s,"1,012",84
10,Home Language is CHINESE-DIALECT UNKNOWN/OTHER,N/A,N/A,N/A,N/A,s,s,61,s
10,Home Language is CHINESE/ANY-SPANISH,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is CZECH,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is DARI/FARSI/PERSIAN,N/A,N/A,N/A,N/A,s,s,6,s
10,Home Language is DUTCH,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is ENGLISH,N/A,N/A,N/A,N/A,"2,436","1,686","16,657","2,450"
10,Home Language is ESTONIAN,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is EWE,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is FANTI,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is FINNISH,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is FON,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is FRENCH,N/A,N/A,N/A,N/A,14,s^,172,26
10,Home Language is FRENCH-HAITIAN CREOLE,N/A,N/A,N/A,N/A,s,s,21,s
10,Home Language is FRENCH-KHMER,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is FULANI,N/A,N/A,N/A,N/A,18,s^,66,11
10,Home Language is GA,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is GARIFUNA,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is GEORGIAN,N/A,N/A,N/A,N/A,s,s,10,s
10,Home Language is GERMAN,N/A,N/A,N/A,N/A,s,s,11,s
10,Home Language is GREEK,N/A,N/A,N/A,N/A,s,s,15,s
10,Home Language is GUARANI,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is GUJARATI,N/A,N/A,N/A,N/A,s,s,35,s
10,Home Language is HAITIAN CREOLE,N/A,N/A,N/A,N/A,s,s,71,s
10,Home Language is HAUSA,N/A,N/A,N/A,N/A,s,s,22,s
10,Home Language is HEBREW,N/A,N/A,N/A,N/A,s,s,25,s
10,Home Language is HINDI,N/A,N/A,N/A,N/A,s,s,34,s
10,Home Language is HUNGARIAN,N/A,N/A,N/A,N/A,s,s,7,s
10,Home Language is IBO,N/A,N/A,N/A,N/A,s,s,8,s
10,Home Language is INDONESIAN,N/A,N/A,N/A,N/A,s,s,17,s
10,Home Language is ITALIAN,N/A,N/A,N/A,N/A,s,s,22,s
10,Home Language is JAMAICAN-CREOLE,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is JAPANESE,N/A,N/A,N/A,N/A,s,s,38,s
10,Home Language is KANNADA,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is KHMER,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is KOREAN,N/A,N/A,N/A,N/A,s,s,200,34
10,Home Language is KRIO,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is LUGANDA,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is MACEDONIAN,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is MALAYALAM,N/A,N/A,N/A,N/A,s,s,7,s
10,Home Language is MALINKE,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is MANDARIN,N/A,N/A,N/A,N/A,s,s,937,76
10,Home Language is MANDINGO,N/A,N/A,N/A,N/A,s,s,50,8
10,Home Language is MARATHI,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is MOHAWK,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is MONGOLIAN,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is MOSSI,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is NATIVE AMERICAN LANGUAGES,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is NEPALI,N/A,N/A,N/A,N/A,s,s,69,s
10,Home Language is NIGER-CONGO,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is PALAUAN,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is PASHTO,N/A,N/A,N/A,N/A,s,s,11,s
10,Home Language is PILIPINO,N/A,N/A,N/A,N/A,s,s,45,s
10,Home Language is POLISH,N/A,N/A,N/A,N/A,s,s,92,s
10,Home Language is PORTUGUESE,N/A,N/A,N/A,N/A,s,s,24,s
10,Home Language is PUNJABI,N/A,N/A,N/A,N/A,s,s,80,s
10,Home Language is ROMANIAN,N/A,N/A,N/A,N/A,s,s,15,s
10,Home Language is RUSSIAN,N/A,N/A,N/A,N/A,8,s^,244,9
10,Home Language is RUSSIAN-YIDDISH,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is SENECA,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is SERBO-CROATIAN,N/A,N/A,N/A,N/A,s,s,18,s
10,Home Language is SINDHI,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is SINHALESE,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is SLOVAK,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is SONINKE,N/A,N/A,N/A,N/A,15,s^,47,s
10,Home Language is SPANISH,N/A,N/A,N/A,N/A,"1,825","1,534","6,241","1,509"
10,Home Language is SUNDANESE,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is SWAHILI,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is SWEDISH,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is TADZHIK,N/A,N/A,N/A,N/A,s,s,10,s
10,Home Language is TAMIL,N/A,N/A,N/A,N/A,s,s,9,s
10,Home Language is TELUGU,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is THAI,N/A,N/A,N/A,N/A,s,s,9,s
10,Home Language is TIBETAN,N/A,N/A,N/A,N/A,s,s,40,s
10,Home Language is TIGRE,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is TIGRINYA,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is TONGA,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is TURKISH,N/A,N/A,N/A,N/A,s,s,19,s
10,Home Language is TURKMAN,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is TWI,N/A,N/A,N/A,N/A,11,s^,71,15
10,Home Language is UKRAINIAN,N/A,N/A,N/A,N/A,s,s,18,s
10,Home Language is URDU,N/A,N/A,N/A,N/A,6,s,154,16
10,Home Language is UZBEK,N/A,N/A,N/A,N/A,s,s,22,s
10,Home Language is VIETNAMESE,N/A,N/A,N/A,N/A,6,s,30,s
10,Home Language is VIETNAMESE-CHINESE,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is VIETNAMESE-FRENCH,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is VISAYAK,N/A,N/A,N/A,N/A,s,s,s,s
10,Home Language is WOLOF,N/A,N/A,N/A,N/A,s,s,31,s
10,Home Language is YORUBA,N/A,N/A,N/A,N/A,s,s,s,s
10,Residential District 01,s,s,s,s,s,s,186,12
10,Residential District 02,9,s,12,s,7,s,"1,305",155
10,Residential District 03,s,s,s,s,s,s,635,93
10,Residential District 04,s,s,s,s,s,s,277,13
10,Residential District 05,10,s^,6,s,10,s,388,32
10,Residential District 06,86,43,36,s,s,s,623,51
10,Residential District 07,21,9,21,s,69,20,901,127
10,Residential District 08,41,19,35,9,99,16,"1,611",241
10,Residential District 09,210,137,203,28,596,201,"2,406",450
10,Residential District 10,"2,388","2,289","3,051","3,093","3,212","3,067","4,018","1,971"
10,Residential District 11,194,72,175,26,315,52,"2,901",652
10,Residential District 12,98,52,90,38,199,57,"1,274",223
10,Residential District 13,s,s,7,s,s,s,287,s
10,Residential District 14,s,s,s,s,s,s,224,s
10,Residential District 15,s,s,s,s,s,s,510,s
10,Residential District 16,s,s,s,s,s,s,200,s
10,Residential District 17,s,s,s,s,s,s,550,6
10,Residential District 18,s,s,s,s,s,s,422,s
10,Residential District 19,s,s,s,s,s,s,532,s
10,Residential District 20,s,s,7,s,s,s,677,6
10,Residential District 21,s,s,s,s,s,s,363,s
10,Residential District 22,s,s,s,s,s,s,548,s
10,Residential District 23,s,s,s,s,s,s,254,s
10,Residential District 24,s,s,s,s,s,s,"1,358",62
10,Residential District 25,s,s,s,s,s,s,"1,149",114
10,Residential District 26,s,s,s,s,s,s,"1,049",137
10,Residential District 27,s,s,s,s,s,s,746,9
10,Residential District 28,s,s,s,s,s,s,848,66
10,Residential District 29,s,s,s,s,s,s,760,15
10,Residential District 30,s,s,s,s,s,s,"1,120",65
10,Residential District 31,s,s,s,s,s,s,378,s
10,Residential District 32,s,s,s,s,s,s,339,s
10,Residential District Unknown,s,s,s,s,s,s,80,s
10,Zip Code 07036,s,s,s,s,s,s,s,s
10,Zip Code 10001,s,s,s,s,s,s,27,s
10,Zip Code 10002,s,s,s,s,s,s,252,18
10,Zip Code 10003,s,s,s,s,s,s,43,s
10,Zip Code 10004,s,s,s,s,s,s,14,s
10,Zip Code 10005,s,s,s,s,s,s,6,s
10,Zip Code 10006,s,s,s,s,s,s,7,s
10,Zip Code 10007,s,s,s,s,s,s,21,s
10,Zip Code 10009,s,s,s,s,s,s,80,s
10,Zip Code 10010,s,s,s,s,s,s,45,s
10,Zip Code 10011,s,s,s,s,s,s,63,s
10,Zip Code 10012,s,s,s,s,s,s,39,s
10,Zip Code 10013,s,s,s,s,s,s,85,14
10,Zip Code 10014,s,s,s,s,s,s,47,s
10,Zip Code 10016,s,s,s,s,s,s,73,6
10,Zip Code 10017,s,s,s,s,s,s,30,s
10,Zip Code 10018,s,s,s,s,s,s,9,s
10,Zip Code 10019,s,s,s,s,s,s,44,s
10,Zip Code 10021,s,s,s,s,s,s,57,9
10,Zip Code 10022,s,s,s,s,s,s,46,7
10,Zip Code 10023,s,s,s,s,s,s,134,21
10,Zip Code 10024,s,s,s,s,s,s,120,17
10,Zip Code 10025,s,s,s,s,s,s,219,40
10,Zip Code 10026,s,s,s,s,s,s,110,s
10,Zip Code 10027,s,s,s,s,7,s,150,21
10,Zip Code 10028,s,s,s,s,s,s,83,15
10,Zip Code 10029,s,s,s,s,s,s,213,12
10,Zip Code 10030,s,s,s,s,s,s,90,7
10,Zip Code 10031,s,s,s,s,s,s,131,7
10,Zip Code 10032,7,s,s,s,s,s,120,9
10,Zip Code 10033,15,6,s,s,s,s,147,14
10,Zip Code 10034,51,28,24,s,s,s,112,13
10,Zip Code 10035,s,s,s,s,s,s,112,s
10,Zip Code 10036,s,s,s,s,s,s,39,s
10,Zip Code 10037,s,s,s,s,s,s,42,s
10,Zip Code 10038,s,s,s,s,s,s,56,s
10,Zip Code 10039,s,s,s,s,s,s,80,s
10,Zip Code 10040,11,s,6,s,s,s,128,10
10,Zip Code 10044,s,s,s,s,s,s,29,s
10,Zip Code 10065,s,s,s,s,s,s,49,7
10,Zip Code 10069,s,s,s,s,s,s,20,6
10,Zip Code 10075,s,s,s,s,s,s,55,9
10,Zip Code 10128,s,s,s,s,s,s,123,25
10,Zip Code 10162,s,s,s,s,s,s,s,s
10,Zip Code 10163,s,s,s,s,s,s,s,s
10,Zip Code 10280,s,s,s,s,s,s,33,s
10,Zip Code 10282,s,s,s,s,s,s,25,s
10,Zip Code 10301,s,s,s,s,s,s,34,s
10,Zip Code 10302,s,s,s,s,s,s,14,s
10,Zip Code 10303,s,s,s,s,s,s,20,s
10,Zip Code 10304,s,s,s,s,s,s,61,s
10,Zip Code 10305,s,s,s,s,s,s,30,s
10,Zip Code 10306,s,s,s,s,s,s,38,s
10,Zip Code 10307,s,s,s,s,s,s,12,s
10,Zip Code 10308,s,s,s,s,s,s,23,s
10,Zip Code 10309,s,s,s,s,s,s,23,s
10,Zip Code 10310,s,s,s,s,s,s,15,s
10,Zip Code 10312,s,s,s,s,s,s,39,s
10,Zip Code 10314,s,s,s,s,s,s,72,s
10,Zip Code 10367,s,s,s,s,s,s,s,s
10,Zip Code 10407,s,s,s,s,s,s,s,s
10,Zip Code 10451,13,7,13,s,27,9,398,47
10,Zip Code 10452,37,21,28,s,110,27,749,118
10,Zip Code 10453,337,272,445,360,631,491,943,254
10,Zip Code 10454,s,s,9,s,26,7,296,41
10,Zip Code 10455,7,s,9,s,23,7,373,63
10,Zip Code 10456,36,16,29,7,95,29,880,156
10,Zip Code 10457,257,231,275,213,409,229,900,278
10,Zip Code 10458,570,551,710,s^,765,728,983,481
10,Zip Code 10459,17,11,6,s,35,7,374,43
10,Zip Code 10460,50,30,43,24,130,49,582,130
10,Zip Code 10461,6,s,7,s,16,s,350,53
10,Zip Code 10462,21,10,21,s,42,s,655,143
10,Zip Code 10463,473,457,517,531,455,438,577,382
10,Zip Code 10464,s,s,s,s,s,s,20,s
10,Zip Code 10465,12,s,7,s,10,s,223,32
10,Zip Code 10466,38,12,27,s,89,11,610,143
10,Zip Code 10467,363,302,516,445,516,435,"1,113",380
10,Zip Code 10468,489,475,709,722,794,782,879,422
10,Zip Code 10469,34,16,32,8,59,12,567,137
10,Zip Code 10470,12,6,9,s,18,s,106,26
10,Zip Code 10471,132,s^,141,s^,129,120,135,103
10,Zip Code 10472,16,s,8,s,54,10,579,87
10,Zip Code 10473,11,s^,9,s,27,s,435,65
10,Zip Code 10474,s,s,s,s,8,s,115,18
10,Zip Code 10475,15,s,s,s,20,s,280,62
10,Zip Code 10548,s,s,s,s,s,s,s,s
10,Zip Code 10550,s,s,s,s,s,s,s,s
10,Zip Code 10553,s,s,s,s,s,s,s,s
10,Zip Code 10701,s,s,s,s,s,s,s,s
10,Zip Code 10704,s,s,s,s,s,s,s,s
10,Zip Code 10710,s,s,s,s,s,s,s,s
10,Zip Code 10745,s,s,s,s,s,s,s,s
10,Zip Code 10940,s,s,s,s,s,s,s,s
10,Zip Code 11001,s,s,s,s,s,s,21,s
10,Zip Code 11004,s,s,s,s,s,s,54,11
10,Zip Code 11040,s,s,s,s,s,s,12,s
10,Zip Code 11101,s,s,s,s,s,s,52,s
