School District,Category,Pre-K Applicants,Pre-K Offers,Kindergarten Applicants,Kindergarten Offers,Grade 6 Applicants,Grade 6 Offers,Grade 9 Applicants,Grade 9 Offers
28,Home Language is KHMER,N/A,N/A,N/A,N/A,s,s,s,s
28,Home Language is KOREAN,N/A,N/A,N/A,N/A,8,s^,192,11
28,Home Language is KRIO,N/A,N/A,N/A,N/A,s,s,s,s
28,Home Language is MACEDONIAN,N/A,N/A,N/A,N/A,s,s,s,s
28,Home Language is MALAYALAM,N/A,N/A,N/A,N/A,s,s,10,s
28,Home Language is MANDARIN,N/A,N/A,N/A,N/A,39,s^,975,91
28,Home Language is MANDINGO,N/A,N/A,N/A,N/A,s,s,25,s
28,Home Language is MARATHI,N/A,N/A,N/A,N/A,s,s,s,s
28,Home Language is MONGOLIAN,N/A,N/A,N/A,N/A,s,s,s,s
28,Home Language is MOSSI,N/A,N/A,N/A,N/A,s,s,s,s
28,Home Language is NEPALI,N/A,N/A,N/A,N/A,s,s,92,8
28,Home Language is NIGER-CONGO,N/A,N/A,N/A,N/A,s,s,s,s
28,Home Language is PALAUAN,N/A,N/A,N/A,N/A,s,s,s,s
28,Home Language is PASHTO,N/A,N/A,N/A,N/A,s,s,35,7
28,Home Language is PILIPINO,N/A,N/A,N/A,N/A,6,s,69,10
28,Home Language is POLISH,N/A,N/A,N/A,N/A,s,s,179,37
28,Home Language is PORTUGUESE,N/A,N/A,N/A,N/A,s,s,23,s
28,Home Language is PUNJABI,N/A,N/A,N/A,N/A,31,20,194,54
28,Home Language is QUICHE,N/A,N/A,N/A,N/A,s,s,s,s
28,Home Language is ROMANIAN,N/A,N/A,N/A,N/A,s,s,23,s
28,Home Language is RUSSIAN,N/A,N/A,N/A,N/A,114,s^,316,101
28,Home Language is RUSSIAN-YIDDISH,N/A,N/A,N/A,N/A,s,s,s,s
28,Home Language is SERBO-CROATIAN,N/A,N/A,N/A,N/A,s,s,18,s
28,Home Language is SHLUH,N/A,N/A,N/A,N/A,s,s,s,s
28,Home Language is SINDHI,N/A,N/A,N/A,N/A,s,s,s,s
28,Home Language is SINHALESE,N/A,N/A,N/A,N/A,s,s,s,s
28,Home Language is SLOVAK,N/A,N/A,N/A,N/A,s,s,s,s
28,Home Language is SLOVENIAN,N/A,N/A,N/A,N/A,s,s,s,s
28,Home Language is SONINKE,N/A,N/A,N/A,N/A,s,s,12,s
28,Home Language is SPANISH,N/A,N/A,N/A,N/A,554,453,"5,412",712
28,Home Language is SUNDANESE,N/A,N/A,N/A,N/A,s,s,s,s
28,Home Language is SWAHILI,N/A,N/A,N/A,N/A,s,s,s,s
28,Home Language is SWEDISH,N/A,N/A,N/A,N/A,s,s,s,s
28,Home Language is TADZHIK,N/A,N/A,N/A,N/A,16,s^,15,6
28,Home Language is TAMIL,N/A,N/A,N/A,N/A,s,s,13,s
28,Home Language is TELUGU,N/A,N/A,N/A,N/A,s,s,s,s
28,Home Language is THAI,N/A,N/A,N/A,N/A,s,s,12,s
28,Home Language is TIBETAN,N/A,N/A,N/A,N/A,s,s,43,s
28,Home Language is TIGRE,N/A,N/A,N/A,N/A,s,s,7,s
28,Home Language is TURKISH,N/A,N/A,N/A,N/A,s,s,16,s
28,Home Language is TURKMAN,N/A,N/A,N/A,N/A,s,s,s,s
28,Home Language is TWI,N/A,N/A,N/A,N/A,s,s,40,s
28,Home Language is UKRAINIAN,N/A,N/A,N/A,N/A,s,s,22,s
28,Home Language is URDU,N/A,N/A,N/A,N/A,43,32,199,35
28,Home Language is UZBEK,N/A,N/A,N/A,N/A,31,s^,51,28
28,Home Language is VIETNAMESE,N/A,N/A,N/A,N/A,s,s,25,s
28,Home Language is VIETNAMESE-CHINESE,N/A,N/A,N/A,N/A,s,s,s,s
28,Home Language is VISAYAK,N/A,N/A,N/A,N/A,s,s,s,s
28,Home Language is WOLOF,N/A,N/A,N/A,N/A,s,s,18,s
28,Home Language is YORUBA,N/A,N/A,N/A,N/A,s,s,7,s
28,Residential District 01,s,s,s,s,s,s,134,s
28,Residential District 02,s,s,8,s,s,s,716,s
28,Residential District 03,s,s,s,s,s,s,316,s
28,Residential District 04,s,s,s,s,s,s,183,s
28,Residential District 05,s,s,s,s,s,s,229,s
28,Residential District 06,s,s,s,s,s,s,304,s
28,Residential District 07,s,s,s,s,s,s,244,s
28,Residential District 08,s,s,s,s,s,s,513,s
28,Residential District 09,s,s,s,s,s,s,526,s
28,Residential District 10,6,s,s,s,s,s,608,s
28,Residential District 11,s,s,s,s,s,s,859,s
28,Residential District 12,s,s,s,s,s,s,302,s
28,Residential District 13,s,s,s,s,s,s,238,s
28,Residential District 14,s,s,s,s,s,s,248,9
28,Residential District 15,s,s,s,s,s,s,414,s
28,Residential District 16,s,s,s,s,s,s,210,s
28,Residential District 17,s,s,s,s,s,s,526,s
28,Residential District 18,s,s,s,s,s,s,406,s
28,Residential District 19,7,s,8,s,s,s,873,51
28,Residential District 20,s,s,s,s,s,s,564,s
28,Residential District 21,s,s,s,s,s,s,315,s
28,Residential District 22,s,s,s,s,s,s,511,s
28,Residential District 23,s,s,s,s,s,s,277,s
28,Residential District 24,279,110,218,9,37,12,"3,933",494
28,Residential District 25,222,146,49,s,39,7,"1,694",192
28,Residential District 26,59,33,16,s,13,s,"1,317",165
28,Residential District 27,298,135,279,36,342,123,"2,899",604
28,Residential District 28,"2,432","2,277","2,656","2,702","2,487","2,347","2,610","1,449"
28,Residential District 29,347,146,230,18,538,101,"2,498",728
28,Residential District 30,23,10,20,s,20,s,"1,852",139
28,Residential District 31,s,s,s,s,s,s,314,s
28,Residential District 32,s,s,s,s,s,s,400,9
28,Residential District Unknown,s,s,s,s,s,s,76,9
28,Zip Code 07036,s,s,s,s,s,s,s,s
28,Zip Code 10001,s,s,s,s,s,s,20,s
28,Zip Code 10002,s,s,s,s,s,s,193,s
28,Zip Code 10003,s,s,s,s,s,s,23,s
28,Zip Code 10004,s,s,s,s,s,s,6,s
28,Zip Code 10005,s,s,s,s,s,s,6,s
28,Zip Code 10006,s,s,s,s,s,s,s,s
28,Zip Code 10007,s,s,s,s,s,s,12,s
28,Zip Code 10009,s,s,s,s,s,s,44,s
28,Zip Code 10010,s,s,s,s,s,s,17,s
28,Zip Code 10011,s,s,s,s,s,s,33,s
28,Zip Code 10012,s,s,s,s,s,s,23,s
28,Zip Code 10013,s,s,s,s,s,s,48,s
28,Zip Code 10014,s,s,s,s,s,s,20,s
28,Zip Code 10016,s,s,s,s,s,s,39,s
28,Zip Code 10017,s,s,s,s,s,s,20,s
28,Zip Code 10018,s,s,s,s,s,s,6,s
28,Zip Code 10019,s,s,s,s,s,s,19,s
28,Zip Code 10021,s,s,s,s,s,s,23,s
28,Zip Code 10022,s,s,s,s,s,s,21,s
28,Zip Code 10023,s,s,s,s,s,s,61,s
28,Zip Code 10024,s,s,s,s,s,s,62,s
28,Zip Code 10025,s,s,s,s,s,s,100,s
28,Zip Code 10026,s,s,s,s,s,s,71,s
28,Zip Code 10027,s,s,s,s,s,s,80,s
28,Zip Code 10028,s,s,s,s,s,s,37,s
28,Zip Code 10029,s,s,s,s,s,s,145,s
28,Zip Code 10030,s,s,s,s,s,s,63,s
28,Zip Code 10031,s,s,s,s,s,s,78,s
28,Zip Code 10032,s,s,s,s,s,s,66,s
28,Zip Code 10033,s,s,s,s,s,s,68,s
28,Zip Code 10034,s,s,s,s,s,s,39,s
28,Zip Code 10035,s,s,s,s,s,s,69,s
28,Zip Code 10036,s,s,s,s,s,s,17,s
28,Zip Code 10037,s,s,s,s,s,s,23,s
28,Zip Code 10038,s,s,s,s,s,s,43,s
28,Zip Code 10039,s,s,s,s,s,s,40,s
28,Zip Code 10040,s,s,s,s,s,s,63,s
28,Zip Code 10044,s,s,s,s,s,s,21,s
28,Zip Code 10065,s,s,s,s,s,s,25,s
28,Zip Code 10069,s,s,s,s,s,s,10,s
28,Zip Code 10075,s,s,s,s,s,s,24,s
28,Zip Code 10128,s,s,s,s,s,s,60,s
28,Zip Code 10162,s,s,s,s,s,s,s,s
28,Zip Code 10163,s,s,s,s,s,s,s,s
28,Zip Code 10280,s,s,s,s,s,s,25,s
28,Zip Code 10282,s,s,s,s,s,s,14,s
28,Zip Code 10301,s,s,s,s,s,s,26,s
28,Zip Code 10302,s,s,s,s,s,s,11,s
28,Zip Code 10303,s,s,s,s,s,s,16,s
28,Zip Code 10304,s,s,s,s,s,s,55,s
28,Zip Code 10305,s,s,s,s,s,s,27,s
28,Zip Code 10306,s,s,s,s,s,s,35,s
28,Zip Code 10307,s,s,s,s,s,s,9,s
28,Zip Code 10308,s,s,s,s,s,s,13,s
28,Zip Code 10309,s,s,s,s,s,s,18,s
28,Zip Code 10310,s,s,s,s,s,s,13,s
28,Zip Code 10312,s,s,s,s,s,s,34,s
28,Zip Code 10314,s,s,s,s,s,s,60,s
28,Zip Code 10451,s,s,s,s,s,s,108,s
28,Zip Code 10452,s,s,s,s,s,s,181,s
28,Zip Code 10453,s,s,s,s,s,s,144,s
28,Zip Code 10454,s,s,s,s,s,s,75,s
28,Zip Code 10455,s,s,s,s,s,s,102,s
28,Zip Code 10456,s,s,s,s,s,s,205,s
28,Zip Code 10457,s,s,s,s,s,s,136,s
28,Zip Code 10458,s,s,s,s,s,s,126,s
28,Zip Code 10459,s,s,s,s,s,s,87,s
28,Zip Code 10460,s,s,s,s,s,s,123,s
28,Zip Code 10461,s,s,s,s,s,s,147,s
28,Zip Code 10462,s,s,s,s,s,s,285,s
28,Zip Code 10463,s,s,s,s,s,s,88,s
28,Zip Code 10464,s,s,s,s,s,s,9,s
28,Zip Code 10465,s,s,s,s,s,s,81,s
28,Zip Code 10466,s,s,s,s,s,s,140,s
28,Zip Code 10467,s,s,s,s,s,s,203,s
28,Zip Code 10468,s,s,s,s,s,s,175,s
28,Zip Code 10469,s,s,s,s,s,s,170,s
28,Zip Code 10470,s,s,s,s,s,s,29,s
28,Zip Code 10471,s,s,s,s,s,s,22,s
28,Zip Code 10472,s,s,s,s,s,s,189,s
28,Zip Code 10473,s,s,s,s,s,s,131,s
28,Zip Code 10474,s,s,s,s,s,s,17,s
28,Zip Code 10475,s,s,s,s,s,s,85,s
28,Zip Code 10550,s,s,s,s,s,s,s,s
28,Zip Code 10553,s,s,s,s,s,s,s,s
28,Zip Code 10940,s,s,s,s,s,s,s,s
28,Zip Code 11001,s,s,s,s,s,s,44,8
28,Zip Code 11004,s,s,s,s,s,s,91,16
28,Zip Code 11040,s,s,s,s,s,s,13,s
28,Zip Code 11101,s,s,s,s,s,s,93,s
28,Zip Code 11102,s,s,s,s,s,s,102,s
28,Zip Code 11103,s,s,s,s,s,s,90,s
28,Zip Code 11104,s,s,s,s,s,s,110,s
28,Zip Code 11105,s,s,s,s,s,s,135,s
28,Zip Code 11106,s,s,s,s,s,s,119,s
28,Zip Code 11109,s,s,s,s,s,s,s,s
28,Zip Code 11114,s,s,s,s,s,s,s,s
28,Zip Code 11145,s,s,s,s,s,s,s,s
28,Zip Code 11201,s,s,s,s,s,s,63,s
28,Zip Code 11203,s,s,s,s,s,s,175,s
28,Zip Code 11204,s,s,s,s,s,s,102,s
28,Zip Code 11205,s,s,s,s,s,s,60,s
28,Zip Code 11206,s,s,s,s,s,s,148,s
28,Zip Code 11207,s,s,s,s,s,s,361,18
28,Zip Code 11208,s,s,s,s,s,s,492,34
28,Zip Code 11209,s,s,s,s,s,s,78,s
28,Zip Code 11210,s,s,s,s,s,s,106,s
28,Zip Code 11211,s,s,s,s,s,s,58,s
28,Zip Code 11212,s,s,s,s,6,s,300,s
28,Zip Code 11213,s,s,s,s,s,s,142,s
28,Zip Code 11214,s,s,s,s,s,s,173,s
28,Zip Code 11215,s,s,s,s,s,s,65,s
28,Zip Code 11216,s,s,s,s,s,s,96,s
28,Zip Code 11217,s,s,s,s,s,s,29,s
28,Zip Code 11218,s,s,s,s,s,s,106,s
28,Zip Code 11219,s,s,s,s,s,s,116,s
28,Zip Code 11220,s,s,s,s,s,s,212,s
28,Zip Code 11221,s,s,s,s,s,s,235,s
28,Zip Code 11222,s,s,s,s,s,s,47,s
28,Zip Code 11223,s,s,s,s,s,s,77,s
28,Zip Code 11224,s,s,s,s,s,s,38,s
28,Zip Code 11225,s,s,s,s,s,s,104,s
28,Zip Code 11226,s,s,s,s,s,s,199,s
28,Zip Code 11228,s,s,s,s,s,s,75,s
28,Zip Code 11229,s,s,s,s,s,s,97,s
28,Zip Code 11230,s,s,s,s,s,s,82,s
28,Zip Code 11231,s,s,s,s,s,s,63,s
28,Zip Code 11232,s,s,s,s,s,s,53,s
28,Zip Code 11233,s,s,s,s,s,s,207,s
28,Zip Code 11234,s,s,s,s,s,s,140,s
28,Zip Code 11235,s,s,s,s,s,s,90,s
28,Zip Code 11236,s,s,s,s,s,s,238,s
28,Zip Code 11237,s,s,s,s,s,s,195,s
28,Zip Code 11238,s,s,s,s,s,s,70,s
28,Zip Code 11239,s,s,s,s,s,s,56,s
28,Zip Code 11249,s,s,s,s,s,s,27,s
28,Zip Code 11273,s,s,s,s,s,s,s,s
28,Zip Code 11310,s,s,s,s,s,s,s,s
28,Zip Code 11354,s,s,s,s,s,s,289,31
28,Zip Code 11355,8,s,s,s,10,s,487,46
28,Zip Code 11356,s,s,s,s,s,s,195,14
28,Zip Code 11357,s,s,s,s,s,s,159,9
28,Zip Code 11358,s,s,s,s,s,s,195,11
28,Zip Code 11360,s,s,s,s,s,s,70,s
28,Zip Code 11361,s,s,s,s,s,s,136,s
28,Zip Code 11362,s,s,s,s,s,s,144,7
28,Zip Code 11363,s,s,s,s,s,s,31,s
28,Zip Code 11364,7,s,s,s,s,s,274,21
28,Zip Code 11365,29,12,14,s,11,s,379,65
28,Zip Code 11366,24,11,8,s,s,s,93,33
28,Zip Code 11367,178,132,26,s,13,s,213,47
28,Zip Code 11368,152,68,147,32,42,18,"1,300",124
28,Zip Code 11369,s,s,s,s,8,s,328,31
28,Zip Code 11370,s,s,s,s,s,s,197,16
28,Zip Code 11372,9,s,6,s,s,s,505,59
28,Zip Code 11373,42,9,40,s,8,s,862,95
28,Zip Code 11374,363,338,333,s^,298,s^,345,229
28,Zip Code 11375,656,622,715,s^,532,509,506,295
28,Zip Code 11377,12,s^,s,s,s,s,524,37
28,Zip Code 11378,6,s,s,s,s,s,292,24
28,Zip Code 11379,58,29,26,s,s,s,356,95
28,Zip Code 11385,21,10,15,s,s,s,754,119
28,Zip Code 11411,10,s,s,s,30,s,152,35
28,Zip Code 11412,43,14,25,s,58,8,353,85
28,Zip Code 11413,47,15,32,s,58,11,361,78
28,Zip Code 11414,s,s,s,s,s,s,177,11
28,Zip Code 11415,117,109,118,98,95,s^,105,57
28,Zip Code 11416,9,s,s,s,16,s,302,37
28,Zip Code 11417,s,s,14,s,22,s,301,44
28,Zip Code 11418,138,104,131,91,149,130,378,109
28,Zip Code 11419,234,196,269,225,210,190,445,178
28,Zip Code 11420,94,57,109,53,99,66,408,132
28,Zip Code 11421,19,6,12,s,25,7,395,71
28,Zip Code 11422,24,8,12,s,33,s,241,61
28,Zip Code 11423,18,s,14,s,73,9,256,84
28,Zip Code 11426,s,s,s,s,s,s,123,14
28,Zip Code 11427,10,s,s,s,28,9,165,45
28,Zip Code 11428,s,s,s,s,26,s,147,42
28,Zip Code 11429,16,6,10,s,33,s,200,39
28,Zip Code 11431,s,s,s,s,s,s,s,s
28,Zip Code 11432,379,304,355,287,389,272,686,359
28,Zip Code 11433,167,137,203,190,217,186,415,190
28,Zip Code 11434,219,165,229,191,342,224,563,179
28,Zip Code 11435,460,434,505,512,519,492,538,320
28,Zip Code 11436,31,16,33,13,57,25,170,62
28,Zip Code 11510,s,s,s,s,s,s,s,s
28,Zip Code 11550,s,s,s,s,s,s,s,s
28,Zip Code 11691,10,s,s,s,18,s,320,64
28,Zip Code 11692,s,s,s,s,14,s,121,13
28,Zip Code 11693,s,s,s,s,s,s,41,s
28,Zip Code 11694,s,s,s,s,s,s,36,s
28,Zip Code 11697,s,s,s,s,s,s,s,s
28,Zip Code 11743,s,s,s,s,s,s,s,s
28,Zip Code 11783,s,s,s,s,s,s,6,s
28,Zip Code 21220,s,s,s,s,s,s,s,s
28,Zip Code 59870,s,s,s,s,s,s,s,s
28,Zip Code Unknown,s,s,s,s,s,s,20,s
29,All Students,"1,964","1,621","1,996","1,815","2,224","1,872","3,184","1,214"
29,Home Language is AFRIKAANS,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is AKAN,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is ALBANIAN,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is ARABIC,N/A,N/A,N/A,N/A,20,s^,15,s^
29,Home Language is BAMBARA,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is BENGALI,N/A,N/A,N/A,N/A,115,96,107,35
29,Home Language is CANTONESE,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is CEBUAN,N/A,N/A,N/A,N/A,s,s,s,s
29,"Home Language is CHINESE,ANY",N/A,N/A,N/A,N/A,s,s,38,10
29,Home Language is CHINESE-DIALECT UNKNOWN/OTHER,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is ENGLISH,N/A,N/A,N/A,N/A,"1,704","1,431","2,306",966
29,Home Language is EWE,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is FANTI,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is FRENCH,N/A,N/A,N/A,N/A,12,s^,15,6
29,Home Language is FRENCH-HAITIAN CREOLE,N/A,N/A,N/A,N/A,s,s,16,7
29,Home Language is FRENCH-KHMER,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is FULANI,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is GREEK,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is GUJARATI,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is HAITIAN CREOLE,N/A,N/A,N/A,N/A,41,s^,49,25
29,Home Language is HINDI,N/A,N/A,N/A,N/A,s,s,8,s
29,Home Language is IBO,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is INDONESIAN,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is JAMAICAN-CREOLE,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is KOREAN,N/A,N/A,N/A,N/A,s,s,9,s
29,Home Language is MALAYALAM,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is MALINKE,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is MANDARIN,N/A,N/A,N/A,N/A,s,s,30,9
29,Home Language is MANDINGO,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is NEPALI,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is NIGER-CONGO,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is PASHTO,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is PILIPINO,N/A,N/A,N/A,N/A,s,s,6,s
29,Home Language is POLISH,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is PORTUGUESE,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is PUNJABI,N/A,N/A,N/A,N/A,10,s^,31,7
29,Home Language is ROMANIAN,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is RUSSIAN,N/A,N/A,N/A,N/A,s,s,10,s
29,Home Language is SPANISH,N/A,N/A,N/A,N/A,255,212,467,110
29,Home Language is TADZHIK,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is TAMIL,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is TELUGU,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is THAI,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is TIBETAN,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is TWI,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is URDU,N/A,N/A,N/A,N/A,25,s^,20,7
29,Home Language is UZBEK,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is WOLOF,N/A,N/A,N/A,N/A,s,s,s,s
29,Home Language is YORUBA,N/A,N/A,N/A,N/A,s,s,s,s
29,Residential District 01,s,s,s,s,s,s,s,s
29,Residential District 02,s,s,s,s,s,s,s,s
29,Residential District 03,s,s,s,s,s,s,s,s
29,Residential District 04,s,s,s,s,s,s,s,s
29,Residential District 05,s,s,s,s,s,s,s,s
29,Residential District 06,s,s,s,s,s,s,s,s
29,Residential District 07,s,s,s,s,s,s,6,s
29,Residential District 08,s,s,s,s,s,s,9,s
29,Residential District 09,s,s,s,s,s,s,13,s
29,Residential District 10,s,s,s,s,s,s,14,s
29,Residential District 11,s,s,s,s,s,s,16,s
29,Residential District 12,s,s,s,s,s,s,6,s
29,Residential District 13,s,s,s,s,s,s,10,s
29,Residential District 14,s,s,s,s,s,s,8,s
29,Residential District 15,s,s,s,s,s,s,6,s
29,Residential District 16,s,s,s,s,s,s,9,s
29,Residential District 17,s,s,s,s,s,s,20,s
29,Residential District 18,6,s,s,s,s,s,27,6
29,Residential District 19,s,s,s,s,s,s,100,12
29,Residential District 20,s,s,s,s,s,s,7,s
29,Residential District 21,s,s,s,s,s,s,8,s
29,Residential District 22,s,s,s,s,s,s,21,6
29,Residential District 23,s,s,s,s,s,s,24,s
29,Residential District 24,s,s,s,s,11,s,176,30
29,Residential District 25,26,12,9,s,7,s,89,17
29,Residential District 26,57,15,27,s,9,s^,143,53
29,Residential District 27,59,35,30,s,191,71,573,141
29,Residential District 28,173,83,149,16,207,90,448,169
29,Residential District 29,"1,595","1,445","1,742","1,786","1,768","1,686","1,295",726
29,Residential District 30,6,s,s,s,10,s,108,22
29,Residential District 31,s,s,s,s,s,s,9,s
29,Residential District 32,s,s,s,s,s,s,15,s
29,Residential District Unknown,s,s,s,s,s,s,10,s
29,Zip Code 10002,s,s,s,s,s,s,s,s
29,Zip Code 10009,s,s,s,s,s,s,s,s
29,Zip Code 10017,s,s,s,s,s,s,s,s
29,Zip Code 10019,s,s,s,s,s,s,s,s
29,Zip Code 10022,s,s,s,s,s,s,s,s
29,Zip Code 10026,s,s,s,s,s,s,s,s
29,Zip Code 10027,s,s,s,s,s,s,s,s
29,Zip Code 10029,s,s,s,s,s,s,s,s
29,Zip Code 10030,s,s,s,s,s,s,s,s
29,Zip Code 10032,s,s,s,s,s,s,s,s
29,Zip Code 10033,s,s,s,s,s,s,s,s
29,Zip Code 10035,s,s,s,s,s,s,s,s
29,Zip Code 10037,s,s,s,s,s,s,s,s
29,Zip Code 10039,s,s,s,s,s,s,s,s
29,Zip Code 10040,s,s,s,s,s,s,s,s
29,Zip Code 10044,s,s,s,s,s,s,s,s
29,Zip Code 10301,s,s,s,s,s,s,s,s
29,Zip Code 10302,s,s,s,s,s,s,s,s
29,Zip Code 10303,s,s,s,s,s,s,s,s
29,Zip Code 10304,s,s,s,s,s,s,s,s
29,Zip Code 10306,s,s,s,s,s,s,s,s
29,Zip Code 10310,s,s,s,s,s,s,s,s
29,Zip Code 10312,s,s,s,s,s,s,s,s
29,Zip Code 10314,s,s,s,s,s,s,s,s
29,Zip Code 10451,s,s,s,s,s,s,s,s
29,Zip Code 10452,s,s,s,s,s,s,s,s
29,Zip Code 10453,s,s,s,s,s,s,6,s
29,Zip Code 10454,s,s,s,s,s,s,s,s
29,Zip Code 10455,s,s,s,s,s,s,s,s
29,Zip Code 10456,s,s,s,s,s,s,7,s
29,Zip Code 10457,s,s,s,s,s,s,7,s
29,Zip Code 10458,s,s,s,s,s,s,s,s
29,Zip Code 10459,s,s,s,s,s,s,s,s
29,Zip Code 10460,s,s,s,s,s,s,s,s
29,Zip Code 10461,s,s,s,s,s,s,s,s
29,Zip Code 10462,s,s,s,s,s,s,s,s
29,Zip Code 10463,s,s,s,s,s,s,s,s
29,Zip Code 10465,s,s,s,s,s,s,s,s
29,Zip Code 10466,s,s,s,s,s,s,s,s
29,Zip Code 10467,s,s,s,s,s,s,6,s
29,Zip Code 10468,s,s,s,s,s,s,s,s
29,Zip Code 10469,s,s,s,s,s,s,s,s
29,Zip Code 10470,s,s,s,s,s,s,s,s
29,Zip Code 10471,s,s,s,s,s,s,s,s
29,Zip Code 10472,s,s,s,s,s,s,s,s
29,Zip Code 10473,s,s,s,s,s,s,s,s
29,Zip Code 10475,s,s,s,s,s,s,s,s
29,Zip Code 11001,s,s,s,s,s,s,10,s
29,Zip Code 11003,s,s,s,s,s,s,s,s
29,Zip Code 11004,8,s,s,s,s,s,22,9
29,Zip Code 11005,s,s,s,s,s,s,s,s
29,Zip Code 11040,s,s,s,s,s,s,s,s
29,Zip Code 11101,s,s,s,s,s,s,10,s
29,Zip Code 11102,s,s,s,s,s,s,15,6
29,Zip Code 11103,s,s,s,s,s,s,6,s
29,Zip Code 11104,s,s,s,s,s,s,s,s
29,Zip Code 11105,s,s,s,s,s,s,s,s
29,Zip Code 11106,s,s,s,s,s,s,11,s
29,Zip Code 11201,s,s,s,s,s,s,s,s
29,Zip Code 11203,s,s,s,s,s,s,11,s
29,Zip Code 11204,s,s,s,s,s,s,s,s
29,Zip Code 11205,s,s,s,s,s,s,s,s
29,Zip Code 11206,s,s,s,s,s,s,6,s
29,Zip Code 11207,s,s,s,s,s,s,35,s
29,Zip Code 11208,s,s,s,s,s,s,58,s
29,Zip Code 11209,s,s,s,s,s,s,s,s
29,Zip Code 11210,s,s,s,s,s,s,7,s
29,Zip Code 11211,s,s,s,s,s,s,s,s
29,Zip Code 11212,s,s,s,s,s,s,24,s
29,Zip Code 11213,s,s,s,s,s,s,8,s
29,Zip Code 11214,s,s,s,s,s,s,s,s
29,Zip Code 11215,s,s,s,s,s,s,s,s
29,Zip Code 11216,s,s,s,s,s,s,6,s
29,Zip Code 11217,s,s,s,s,s,s,s,s
29,Zip Code 11218,s,s,s,s,s,s,s,s
29,Zip Code 11220,s,s,s,s,s,s,s,s
29,Zip Code 11221,s,s,s,s,s,s,12,s
29,Zip Code 11222,s,s,s,s,s,s,s,s
29,Zip Code 11223,s,s,s,s,s,s,s,s
29,Zip Code 11224,s,s,s,s,s,s,s,s
29,Zip Code 11225,s,s,s,s,s,s,s,s
29,Zip Code 11226,s,s,s,s,s,s,6,s
29,Zip Code 11229,s,s,s,s,s,s,s,s
29,Zip Code 11230,s,s,s,s,s,s,7,s
29,Zip Code 11231,s,s,s,s,s,s,s,s
29,Zip Code 11232,s,s,s,s,s,s,s,s
29,Zip Code 11233,s,s,s,s,s,s,10,s
29,Zip Code 11234,s,s,s,s,s,s,s,s
29,Zip Code 11235,s,s,s,s,s,s,s,s
29,Zip Code 11236,s,s,s,s,s,s,16,s
29,Zip Code 11237,s,s,s,s,s,s,s,s
29,Zip Code 11238,s,s,s,s,s,s,s,s
29,Zip Code 11239,s,s,s,s,s,s,7,s
29,Zip Code 11249,s,s,s,s,s,s,s,s
29,Zip Code 11343,s,s,s,s,s,s,s,s
29,Zip Code 11354,s,s,s,s,s,s,20,s
29,Zip Code 11355,s,s,s,s,s,s,23,s
29,Zip Code 11356,s,s,s,s,s,s,15,s
29,Zip Code 11357,s,s,s,s,s,s,s,s
29,Zip Code 11358,s,s,s,s,s,s,6,s
29,Zip Code 11360,s,s,s,s,s,s,s,s
29,Zip Code 11361,s,s,s,s,s,s,8,s
29,Zip Code 11362,s,s,s,s,s,s,11,s
29,Zip Code 11363,s,s,s,s,s,s,s,s
29,Zip Code 11364,s,s,s,s,s,s,22,s
29,Zip Code 11365,s,s,10,s,s,s,28,14
29,Zip Code 11366,7,s,s,s,s,s,7,s^
29,Zip Code 11367,9,s,s,s,s,s,12,s
29,Zip Code 11368,s,s,s,s,8,s,96,16
29,Zip Code 11369,s,s,s,s,s,s,22,7
29,Zip Code 11370,s,s,s,s,s,s,9,s
